item_id,order_id,product_id,quantity,unit_price,line_total
I025144,O014310,P0004,1,159.82,159.82
I025145,O014311,P0237,1,308.42,308.42
I025146,O014312,P0130,1,655.98,655.98
I025147,O014313,P0475,1,49.0,49.0
I025148,O014314,P0154,1,860.24,860.24
I025149,O014314,P0028,1,57.02,57.02
I025150,O014315,P0006,2,221.11,442.22
I025151,O014315,P0034,1,1020.33,1020.33
I025152,O014315,P0265,1,1040.34,1040.34
I025153,O014315,P0268,1,339.84,339.84
I025154,O014316,P0024,1,29.52,29.52
I025155,O014316,P0257,1,363.39,363.39
I025156,O014316,P0021,1,225.3,225.3
I025157,O014317,P0227,1,311.57,311.57
I025158,O014317,P0319,3,140.12,420.36
I025159,O014317,P0360,1,48.84,48.84
I025160,O014318,P0447,1,84.98,84.98
I025161,O014318,P0150,1,51.94,51.94
I025162,O014318,P0266,1,379.79,379.79
I025163,O014318,P0473,1,141.14,141.14
I025164,O014319,P0024,1,29.52,29.52
I025165,O014320,P0296,3,30.2,90.6
I025166,O014320,P0248,1,32.77,32.77
I025167,O014321,P0293,1,121.49,121.49
I025168,O014321,P0027,1,30.61,30.61
I025169,O014322,P0386,1,143.7,143.7
I025170,O014322,P0343,1,399.68,399.68
I025171,O014323,P0185,1,146.37,146.37
I025172,O014324,P0352,1,159.87,159.87
I025173,O014325,P0199,3,33.34,100.02
I025174,O014326,P0326,1,387.87,387.87
I025175,O014327,P0137,1,26.78,26.78
I025176,O014327,P0225,2,178.35,356.7
I025177,O014327,P0043,2,122.45,244.9
I025178,O014328,P0073,1,126.73,126.73
I025179,O014328,P0287,1,149.31,149.31
I025180,O014329,P0434,1,150.29,150.29
I025181,O014330,P0142,1,151.05,151.05
I025182,O014331,P0484,1,27.8,27.8
I025183,O014331,P0340,3,203.6,610.8
I025184,O014332,P0070,2,49.81,99.62
I025185,O014333,P0427,3,46.5,139.5
I025186,O014334,P0032,1,205.49,205.49
I025187,O014334,P0326,1,387.87,387.87
I025188,O014335,P0239,1,213.26,213.26
I025189,O014336,P0246,1,1143.11,1143.11
I025190,O014336,P0341,1,44.03,44.03
I025191,O014337,P0203,1,1164.57,1164.57
I025192,O014338,P0458,1,62.51,62.51
I025193,O014338,P0093,3,378.74,1136.22
I025194,O014339,P0299,1,1338.55,1338.55
I025195,O014340,P0065,1,29.8,29.8
I025196,O014340,P0209,1,392.53,392.53
I025197,O014340,P0101,1,171.59,171.59
I025198,O014341,P0437,2,98.36,196.72
I025199,O014342,P0451,2,50.74,101.48
I025200,O014343,P0238,1,413.11,413.11
I025201,O014343,P0263,1,1094.91,1094.91
I025202,O014343,P0467,1,12.25,12.25
I025203,O014344,P0060,1,330.99,330.99
I025204,O014344,P0370,1,313.74,313.74
I025205,O014345,P0190,1,56.99,56.99
I025206,O014345,P0264,1,296.9,296.9
I025207,O014345,P0391,1,49.62,49.62
I025208,O014346,P0401,2,207.16,414.32
I025209,O014347,P0267,1,123.26,123.26
I025210,O014347,P0041,2,329.03,658.06
I025211,O014348,P0367,2,303.39,606.78
I025212,O014349,P0070,1,49.81,49.81
I025213,O014349,P0134,2,980.8,1961.6
I025214,O014350,P0239,1,213.26,213.26
I025215,O014351,P0384,1,54.96,54.96
I025216,O014351,P0099,1,210.92,210.92
I025217,O014351,P0215,1,378.1,378.1
I025218,O014352,P0272,1,29.33,29.33
I025219,O014352,P0261,1,398.42,398.42
I025220,O014353,P0193,1,14.1,14.1
I025221,O014353,P0462,1,1026.2,1026.2
I025222,O014353,P0141,1,1203.65,1203.65
I025223,O014354,P0175,1,31.14,31.14
I025224,O014354,P0023,1,60.27,60.27
I025225,O014354,P0344,1,11.12,11.12
I025226,O014355,P0136,1,47.43,47.43
I025227,O014355,P0070,1,49.81,49.81
I025228,O014356,P0475,1,49.0,49.0
I025229,O014357,P0374,1,240.7,240.7
I025230,O014358,P0279,2,57.89,115.78
I025231,O014358,P0009,1,232.66,232.66
I025232,O014359,P0417,1,158.45,158.45
I025233,O014360,P0274,1,57.38,57.38
I025234,O014361,P0077,1,144.53,144.53
I025235,O014361,P0176,1,283.36,283.36
I025236,O014362,P0051,1,143.92,143.92
I025237,O014363,P0152,3,369.79,1109.37
I025238,O014363,P0213,3,206.84,620.52
I025239,O014364,P0093,1,378.74,378.74
I025240,O014365,P0197,3,11.97,35.91
I025241,O014365,P0409,1,44.37,44.37
I025242,O014365,P0381,1,77.03,77.03
I025243,O014366,P0157,2,59.21,118.42
I025244,O014367,P0074,1,75.58,75.58
I025245,O014368,P0116,1,428.3,428.3
I025246,O014368,P0224,2,359.73,719.46
I025247,O014369,P0029,1,1161.57,1161.57
I025248,O014370,P0429,1,408.91,408.91
I025249,O014371,P0254,1,25.8,25.8
I025250,O014371,P0322,2,450.3,900.6
I025251,O014372,P0379,2,58.46,116.92
I025252,O014372,P0495,1,273.23,273.23
I025253,O014372,P0336,1,208.85,208.85
I025254,O014373,P0476,1,55.12,55.12
I025255,O014373,P0206,1,172.28,172.28
I025256,O014374,P0493,2,301.89,603.78
I025257,O014374,P0360,1,48.84,48.84
I025258,O014375,P0283,1,50.52,50.52
I025259,O014376,P0496,1,285.69,285.69
I025260,O014377,P0420,2,283.47,566.94
I025261,O014378,P0453,1,950.79,950.79
I025262,O014378,P0171,1,413.86,413.86
I025263,O014379,P0329,1,230.03,230.03
I025264,O014379,P0370,1,313.74,313.74
I025265,O014380,P0151,2,391.62,783.24
I025266,O014381,P0442,1,381.56,381.56
I025267,O014381,P0367,2,303.39,606.78
I025268,O014382,P0224,1,359.73,359.73
I025269,O014383,P0327,1,256.64,256.64
I025270,O014383,P0429,1,386.87,386.87
I025271,O014384,P0499,1,57.29,57.29
I025272,O014385,P0116,1,404.98,404.98
I025273,O014386,P0334,1,175.34,175.34
I025274,O014387,P0347,1,420.23,420.23
I025275,O014388,P0211,1,310.46,310.46
I025276,O014389,P0314,1,171.78,171.78
I025277,O014390,P0283,1,50.52,50.52
I025278,O014391,P0444,1,96.0,96.0
I025279,O014391,P0447,2,84.98,169.96
I025280,O014391,P0363,1,289.69,289.69
I025281,O014392,P0271,1,34.63,34.63
I025282,O014392,P0156,1,96.87,96.87
I025283,O014393,P0265,1,1040.34,1040.34
I025284,O014394,P0377,1,200.5,200.5
I025285,O014395,P0353,1,53.77,53.77
I025286,O014396,P0183,1,298.68,298.68
I025287,O014396,P0208,1,10.21,10.21
I025288,O014397,P0031,3,466.07,1398.21
I025289,O014397,P0367,2,303.39,606.78
I025290,O014397,P0107,1,380.59,380.59
I025291,O014398,P0275,1,109.0,109.0
I025292,O014399,P0182,1,1012.72,1012.72
I025293,O014400,P0204,2,1476.52,2953.04
I025294,O014401,P0297,1,756.22,756.22
I025295,O014402,P0433,1,18.48,18.48
I025296,O014402,P0195,1,171.11,171.11
I025297,O014402,P0199,1,33.34,33.34
I025298,O014403,P0236,1,55.17,55.17
I025299,O014404,P0178,1,54.59,54.59
I025300,O014404,P0452,2,28.98,57.96
I025301,O014405,P0123,1,197.26,197.26
I025302,O014406,P0403,1,98.2,98.2
I025303,O014407,P0392,1,49.1,49.1
I025304,O014408,P0128,3,13.6,40.8
I025305,O014408,P0300,1,61.13,61.13
I025306,O014409,P0404,2,135.13,270.26
I025307,O014409,P0025,1,410.99,410.99
I025308,O014410,P0133,1,375.95,375.95
I025309,O014410,P0147,1,172.12,172.12
I025310,O014411,P0086,1,161.4,161.4
I025311,O014412,P0317,1,121.46,121.46
I025312,O014413,P0388,1,153.43,153.43
I025313,O014414,P0391,1,49.62,49.62
I025314,O014414,P0021,2,225.3,450.6
I025315,O014415,P0140,3,271.26,813.78
I025316,O014415,P0050,1,581.6,581.6
I025317,O014415,P0046,1,12.51,12.51
I025318,O014415,P0259,1,262.42,262.42
I025319,O014416,P0067,1,300.53,300.53
I025320,O014417,P0149,2,156.93,313.86
I025321,O014418,P0107,1,380.59,380.59
I025322,O014418,P0203,1,1164.57,1164.57
I025323,O014419,P0255,1,1081.13,1081.13
I025324,O014419,P0471,1,436.64,436.64
I025325,O014419,P0373,1,498.92,498.92
I025326,O014420,P0489,1,388.59,388.59
I025327,O014420,P0396,1,102.12,102.12
I025328,O014421,P0025,2,410.99,821.98
I025329,O014421,P0311,1,17.55,17.55
I025330,O014422,P0203,2,1164.57,2329.14
I025331,O014422,P0014,1,11.59,11.59
I025332,O014423,P0317,1,121.46,121.46
I025333,O014424,P0085,1,30.11,30.11
I025334,O014424,P0363,1,289.69,289.69
I025335,O014425,P0120,1,168.35,168.35
I025336,O014425,P0443,1,160.92,160.92
I025337,O014425,P0424,1,160.18,160.18
I025338,O014425,P0287,2,149.31,298.62
I025339,O014426,P0311,1,17.55,17.55
I025340,O014427,P0472,1,449.69,449.69
I025341,O014428,P0126,2,83.13,166.26
I025342,O014428,P0042,2,257.76,515.52
I025343,O014428,P0119,1,90.85,90.85
I025344,O014429,P0160,1,118.55,118.55
I025345,O014429,P0033,1,382.26,382.26
I025346,O014430,P0397,1,107.58,107.58
I025347,O014431,P0453,3,950.79,2852.37
I025348,O014432,P0477,1,141.84,141.84
I025349,O014432,P0357,1,91.59,91.59
I025350,O014433,P0450,1,239.93,239.93
I025351,O014433,P0192,1,379.39,379.39
I025352,O014434,P0441,1,186.95,186.95
I025353,O014434,P0003,1,151.43,151.43
I025354,O014435,P0390,1,333.06,333.06
I025355,O014435,P0357,1,91.59,91.59
I025356,O014436,P0229,1,19.18,19.18
I025357,O014436,P0271,2,34.63,69.26
I025358,O014437,P0371,1,154.13,154.13
I025359,O014437,P0083,2,177.96,355.92
I025360,O014438,P0202,1,458.33,458.33
I025361,O014439,P0244,1,297.1,297.1
I025362,O014439,P0032,1,205.49,205.49
I025363,O014439,P0219,1,163.13,163.13
I025364,O014439,P0497,1,49.96,49.96
I025365,O014440,P0352,2,159.87,319.74
I025366,O014441,P0363,1,289.69,289.69
I025367,O014442,P0009,1,232.66,232.66
I025368,O014442,P0060,1,330.99,330.99
I025369,O014443,P0325,1,182.04,182.04
I025370,O014443,P0389,1,136.66,136.66
I025371,O014444,P0433,1,18.48,18.48
I025372,O014444,P0434,1,150.29,150.29
I025373,O014444,P0210,2,95.36,190.72
I025374,O014445,P0396,2,102.12,204.24
I025375,O014445,P0249,2,18.94,37.88
I025376,O014446,P0397,1,107.58,107.58
I025377,O014446,P0174,1,198.46,198.46
I025378,O014446,P0224,1,359.73,359.73
I025379,O014447,P0245,1,32.25,32.25
I025380,O014447,P0367,1,303.39,303.39
I025381,O014448,P0036,1,398.09,398.09
I025382,O014449,P0181,1,402.21,402.21
I025383,O014449,P0205,1,248.7,248.7
I025384,O014449,P0060,2,330.99,661.98
I025385,O014449,P0226,1,23.9,23.9
I025386,O014450,P0312,1,369.69,369.69
I025387,O014451,P0259,1,280.63,280.63
I025388,O014452,P0360,1,48.84,48.84
I025389,O014452,P0324,1,61.61,61.61
I025390,O014453,P0428,1,484.96,484.96
I025391,O014453,P0315,1,546.96,546.96
I025392,O014454,P0490,2,43.01,86.02
I025393,O014455,P0061,1,196.53,196.53
I025394,O014455,P0331,1,60.8,60.8
I025395,O014456,P0101,2,171.59,343.18
I025396,O014457,P0103,1,217.52,217.52
I025397,O014457,P0489,1,388.59,388.59
I025398,O014457,P0319,2,140.12,280.24
I025399,O014458,P0475,1,49.0,49.0
I025400,O014459,P0215,1,378.1,378.1
I025401,O014459,P0495,1,273.23,273.23
I025402,O014460,P0348,1,86.93,86.93
I025403,O014460,P0138,1,206.37,206.37
I025404,O014461,P0378,1,99.58,99.58
I025405,O014461,P0292,1,152.64,152.64
I025406,O014461,P0304,2,20.41,40.82
I025407,O014461,P0085,1,30.11,30.11
I025408,O014462,P0292,1,152.64,152.64
I025409,O014462,P0295,2,149.36,298.72
I025410,O014462,P0484,1,27.8,27.8
I025411,O014462,P0191,1,41.26,41.26
I025412,O014463,P0353,2,53.77,107.54
I025413,O014464,P0294,1,219.87,219.87
I025414,O014465,P0489,1,388.59,388.59
I025415,O014466,P0046,1,12.51,12.51
I025416,O014467,P0221,1,241.42,241.42
I025417,O014467,P0301,1,158.13,158.13
I025418,O014468,P0488,2,57.74,115.48
I025419,O014469,P0437,1,98.36,98.36
I025420,O014469,P0468,2,605.37,1210.74
I025421,O014469,P0423,2,609.35,1218.7
I025422,O014470,P0200,1,238.54,238.54
I025423,O014471,P0172,1,60.25,60.25
I025424,O014472,P0294,2,219.87,439.74
I025425,O014472,P0136,1,47.43,47.43
I025426,O014473,P0243,1,86.13,86.13
I025427,O014474,P0270,1,43.08,43.08
I025428,O014475,P0208,1,10.21,10.21
I025429,O014475,P0215,1,378.1,378.1
I025430,O014476,P0363,2,289.69,579.38
I025431,O014477,P0237,3,308.42,925.26
I025432,O014478,P0125,1,224.33,224.33
I025433,O014478,P0419,1,193.39,193.39
I025434,O014479,P0395,2,71.75,143.5
I025435,O014479,P0134,1,980.8,980.8
I025436,O014479,P0096,2,55.81,111.62
I025437,O014480,P0201,1,785.59,785.59
I025438,O014481,P0104,1,20.15,20.15
I025439,O014481,P0055,1,93.64,93.64
I025440,O014481,P0383,1,20.7,20.7
I025441,O014482,P0371,1,154.13,154.13
I025442,O014482,P0074,1,75.58,75.58
I025443,O014482,P0266,1,405.32,405.32
I025444,O014482,P0131,1,73.03,73.03
I025445,O014483,P0226,1,23.9,23.9
I025446,O014484,P0073,1,126.73,126.73
I025447,O014485,P0114,1,91.12,91.12
I025448,O014485,P0443,1,160.92,160.92
I025449,O014486,P0363,2,289.69,579.38
I025450,O014487,P0433,1,18.48,18.48
I025451,O014488,P0024,2,29.52,59.04
I025452,O014488,P0162,3,159.25,477.75
I025453,O014489,P0360,2,48.84,97.68
I025454,O014489,P0240,1,13.93,13.93
I025455,O014490,P0273,1,164.11,164.11
I025456,O014491,P0459,2,32.05,64.1
I025457,O014492,P0481,1,31.21,31.21
I025458,O014492,P0349,1,300.45,300.45
I025459,O014493,P0419,1,193.39,193.39
I025460,O014494,P0203,1,1164.57,1164.57
I025461,O014495,P0222,1,280.44,280.44
I025462,O014495,P0170,2,158.2,316.4
I025463,O014496,P0150,1,51.94,51.94
I025464,O014497,P0451,1,50.74,50.74
I025465,O014497,P0131,1,73.03,73.03
I025466,O014498,P0131,1,73.03,73.03
I025467,O014498,P0094,1,674.43,674.43
I025468,O014498,P0484,1,27.8,27.8
I025469,O014499,P0103,1,217.52,217.52
I025470,O014499,P0225,1,178.35,178.35
I025471,O014500,P0059,1,375.22,375.22
I025472,O014500,P0178,3,54.59,163.77
I025473,O014500,P0223,1,88.13,88.13
I025474,O014501,P0162,1,159.25,159.25
I025475,O014501,P0239,1,213.26,213.26
I025476,O014501,P0452,1,28.98,28.98
I025477,O014501,P0441,1,186.95,186.95
I025478,O014502,P0090,1,253.19,253.19
I025479,O014503,P0027,1,30.61,30.61
I025480,O014503,P0036,1,398.09,398.09
I025481,O014504,P0044,1,1249.04,1249.04
I025482,O014505,P0346,1,1286.53,1286.53
I025483,O014506,P0064,1,513.17,513.17
I025484,O014507,P0288,1,62.15,62.15
I025485,O014507,P0060,1,330.99,330.99
I025486,O014508,P0165,2,1428.61,2857.22
I025487,O014509,P0416,1,113.67,113.67
I025488,O014509,P0322,1,450.3,450.3
I025489,O014509,P0084,2,268.88,537.76
I025490,O014510,P0267,1,123.26,123.26
I025491,O014511,P0346,1,1286.53,1286.53
I025492,O014511,P0010,1,164.31,164.31
I025493,O014511,P0313,1,1035.51,1035.51
I025494,O014512,P0364,1,203.91,203.91
I025495,O014512,P0151,1,391.62,391.62
I025496,O014512,P0327,3,256.64,769.92
I025497,O014513,P0202,2,458.33,916.66
I025498,O014514,P0381,2,77.03,154.06
I025499,O014515,P0304,1,20.41,20.41
I025500,O014515,P0285,1,150.31,150.31
I025501,O014516,P0214,1,135.66,135.66
I025502,O014517,P0380,2,37.11,74.22
I025503,O014518,P0254,1,25.8,25.8
I025504,O014518,P0179,1,370.32,370.32
I025505,O014519,P0213,1,206.84,206.84
I025506,O014519,P0492,1,1138.21,1138.21
I025507,O014520,P0172,3,60.25,180.75
I025508,O014521,P0045,1,503.26,503.26
I025509,O014521,P0199,1,33.34,33.34
I025510,O014522,P0033,1,382.26,382.26
I025511,O014523,P0096,1,55.81,55.81
I025512,O014524,P0272,1,29.33,29.33
I025513,O014525,P0185,1,146.37,146.37
I025514,O014525,P0224,1,359.73,359.73
I025515,O014526,P0324,1,61.61,61.61
I025516,O014526,P0154,2,860.24,1720.48
I025517,O014526,P0489,2,388.59,777.18
I025518,O014527,P0255,1,1157.81,1157.81
I025519,O014528,P0488,2,57.74,115.48
I025520,O014529,P0407,1,439.88,439.88
I025521,O014530,P0427,1,46.5,46.5
I025522,O014530,P0318,3,546.11,1638.33
I025523,O014530,P0015,3,124.43,373.29
I025524,O014531,P0393,1,178.52,178.52
I025525,O014532,P0182,2,1012.72,2025.44
I025526,O014532,P0295,1,149.36,149.36
I025527,O014533,P0218,1,139.49,139.49
I025528,O014533,P0305,2,252.76,505.52
I025529,O014534,P0138,1,206.37,206.37
I025530,O014535,P0012,1,677.23,677.23
I025531,O014535,P0331,1,60.8,60.8
I025532,O014536,P0085,3,30.11,90.33
I025533,O014536,P0085,1,30.11,30.11
I025534,O014537,P0409,2,44.37,88.74
I025535,O014537,P0489,1,388.59,388.59
I025536,O014538,P0017,1,48.04,48.04
I025537,O014539,P0499,1,57.29,57.29
I025538,O014540,P0363,2,289.69,579.38
I025539,O014541,P0345,1,79.7,79.7
I025540,O014541,P0389,1,136.66,136.66
I025541,O014542,P0039,1,124.65,124.65
I025542,O014542,P0038,1,388.92,388.92
I025543,O014542,P0254,2,25.8,51.6
I025544,O014542,P0112,1,457.9,457.9
I025545,O014543,P0219,1,163.13,163.13
I025546,O014543,P0188,2,165.85,331.7
I025547,O014544,P0304,1,20.41,20.41
I025548,O014545,P0337,1,992.93,992.93
I025549,O014546,P0019,2,46.32,92.64
I025550,O014546,P0190,1,56.99,56.99
I025551,O014547,P0318,2,546.11,1092.22
I025552,O014547,P0223,1,88.13,88.13
I025553,O014548,P0150,1,51.94,51.94
I025554,O014548,P0031,1,466.07,466.07
I025555,O014549,P0353,2,53.77,107.54
I025556,O014550,P0458,2,62.51,125.02
I025557,O014550,P0069,1,444.24,444.24
I025558,O014551,P0354,3,298.86,896.58
I025559,O014551,P0086,1,161.4,161.4
I025560,O014551,P0256,1,309.47,309.47
I025561,O014552,P0120,1,168.35,168.35
I025562,O014552,P0466,1,345.74,345.74
I025563,O014552,P0123,2,197.26,394.52
I025564,O014553,P0276,1,235.47,235.47
I025565,O014553,P0435,1,180.25,180.25
I025566,O014554,P0490,1,43.01,43.01
I025567,O014554,P0264,1,296.9,296.9
I025568,O014554,P0049,1,1196.18,1196.18
I025569,O014555,P0428,1,484.96,484.96
I025570,O014556,P0144,1,98.03,98.03
I025571,O014556,P0253,2,321.86,643.72
I025572,O014556,P0095,2,32.73,65.46
I025573,O014556,P0090,1,253.19,253.19
I025574,O014557,P0374,1,240.7,240.7
I025575,O014557,P0053,1,420.56,420.56
I025576,O014558,P0446,2,56.62,113.24
I025577,O014558,P0311,1,17.55,17.55
I025578,O014559,P0499,1,57.29,57.29
I025579,O014559,P0053,1,420.56,420.56
I025580,O014560,P0017,1,48.04,48.04
I025581,O014560,P0446,3,56.62,169.86
I025582,O014560,P0463,2,39.37,78.74
I025583,O014560,P0032,1,205.49,205.49
I025584,O014561,P0296,1,30.2,30.2
I025585,O014562,P0451,1,50.74,50.74
I025586,O014563,P0161,1,273.12,273.12
I025587,O014563,P0067,1,300.53,300.53
I025588,O014564,P0319,1,140.12,140.12
I025589,O014564,P0339,1,217.58,217.58
I025590,O014565,P0318,1,546.11,546.11
I025591,O014565,P0202,1,458.33,458.33
I025592,O014565,P0022,1,1185.31,1185.31
I025593,O014566,P0202,1,458.33,458.33
I025594,O014566,P0416,1,113.67,113.67
I025595,O014567,P0333,1,1297.6,1297.6
I025596,O014568,P0476,3,55.12,165.36
I025597,O014569,P0320,1,303.05,303.05
I025598,O014570,P0484,1,27.8,27.8
I025599,O014570,P0478,1,1372.06,1372.06
I025600,O014571,P0121,1,407.26,407.26
I025601,O014571,P0345,1,79.7,79.7
I025602,O014571,P0198,1,27.4,27.4
I025603,O014572,P0429,1,414.49,414.49
I025604,O014572,P0218,1,139.49,139.49
I025605,O014573,P0387,1,1239.47,1239.47
I025606,O014574,P0024,2,29.52,59.04
I025607,O014574,P0091,1,987.54,987.54
I025608,O014575,P0374,2,240.7,481.4
I025609,O014576,P0444,1,96.0,96.0
I025610,O014577,P0187,1,116.04,116.04
I025611,O014577,P0384,1,54.96,54.96
I025612,O014577,P0313,1,1035.51,1035.51
I025613,O014578,P0052,1,263.84,263.84
I025614,O014579,P0157,1,59.21,59.21
I025615,O014579,P0049,1,1196.18,1196.18
I025616,O014579,P0364,2,203.91,407.82
I025617,O014579,P0220,1,74.78,74.78
I025618,O014580,P0158,2,48.62,97.24
I025619,O014581,P0106,1,37.93,37.93
I025620,O014582,P0467,1,12.25,12.25
I025621,O014583,P0155,1,233.32,233.32
I025622,O014584,P0166,1,310.56,310.56
I025623,O014585,P0427,1,46.5,46.5
I025624,O014585,P0344,1,11.12,11.12
I025625,O014585,P0252,1,546.01,546.01
I025626,O014586,P0352,1,159.87,159.87
I025627,O014586,P0143,3,470.59,1411.77
I025628,O014586,P0407,1,439.88,439.88
I025629,O014587,P0312,1,369.69,369.69
I025630,O014587,P0278,1,998.12,998.12
I025631,O014588,P0096,2,55.81,111.62
I025632,O014588,P0327,2,256.64,513.28
I025633,O014588,P0242,3,1343.51,4030.53
I025634,O014588,P0202,1,458.33,458.33
I025635,O014589,P0259,2,262.42,524.84
I025636,O014589,P0212,1,376.73,376.73
I025637,O014589,P0386,1,143.7,143.7
I025638,O014589,P0019,1,46.32,46.32
I025639,O014590,P0302,1,245.88,245.88
I025640,O014591,P0290,3,210.19,630.57
I025641,O014592,P0034,2,1020.33,2040.66
I025642,O014593,P0072,1,792.42,792.42
I025643,O014594,P0114,1,91.12,91.12
I025644,O014594,P0293,1,121.49,121.49
I025645,O014594,P0386,1,143.7,143.7
I025646,O014594,P0017,1,48.04,48.04
I025647,O014595,P0135,1,28.88,28.88
I025648,O014596,P0150,2,51.94,103.88
I025649,O014597,P0356,1,180.38,180.38
I025650,O014598,P0056,1,16.17,16.17
I025651,O014599,P0063,1,130.59,130.59
I025652,O014599,P0366,1,396.88,396.88
I025653,O014600,P0341,1,44.03,44.03
I025654,O014601,P0004,1,159.82,159.82
I025655,O014602,P0009,1,232.66,232.66
I025656,O014603,P0200,1,238.54,238.54
I025657,O014603,P0414,1,80.78,80.78
I025658,O014604,P0277,1,190.61,190.61
I025659,O014604,P0383,1,20.7,20.7
I025660,O014604,P0476,1,55.12,55.12
I025661,O014605,P0046,1,12.51,12.51
I025662,O014606,P0038,1,388.92,388.92
I025663,O014606,P0179,1,370.32,370.32
I025664,O014607,P0379,1,58.46,58.46
I025665,O014608,P0453,1,1009.98,1009.98
I025666,O014608,P0404,1,135.13,135.13
I025667,O014609,P0431,1,23.15,23.15
I025668,O014609,P0142,1,151.05,151.05
I025669,O014610,P0236,2,55.17,110.34
I025670,O014611,P0040,2,50.92,101.84
I025671,O014612,P0227,1,311.57,311.57
I025672,O014613,P0242,1,1343.51,1343.51
I025673,O014613,P0429,2,386.87,773.74
I025674,O014614,P0451,2,50.74,101.48
I025675,O014615,P0033,1,382.26,382.26
I025676,O014616,P0096,2,55.81,111.62
I025677,O014617,P0355,1,15.05,15.05
I025678,O014617,P0218,1,139.49,139.49
I025679,O014617,P0379,1,58.46,58.46
I025680,O014618,P0414,1,80.78,80.78
I025681,O014619,P0490,1,43.01,43.01
I025682,O014620,P0034,1,1020.33,1020.33
I025683,O014620,P0338,1,1155.1,1155.1
I025684,O014621,P0460,1,113.15,113.15
I025685,O014621,P0294,1,219.87,219.87
I025686,O014621,P0106,2,37.93,75.86
I025687,O014622,P0341,3,44.03,132.09
I025688,O014622,P0285,1,150.31,150.31
I025689,O014622,P0163,1,117.52,117.52
I025690,O014622,P0038,1,388.92,388.92
I025691,O014623,P0141,2,1129.6,2259.2
I025692,O014623,P0199,1,33.34,33.34
I025693,O014623,P0088,1,18.99,18.99
I025694,O014623,P0315,1,546.96,546.96
I025695,O014624,P0289,1,382.66,382.66
I025696,O014624,P0447,1,84.98,84.98
I025697,O014624,P0255,1,1156.63,1156.63
I025698,O014625,P0284,1,1290.67,1290.67
I025699,O014626,P0446,2,56.62,113.24
I025700,O014626,P0273,1,164.11,164.11
I025701,O014627,P0381,2,77.03,154.06
I025702,O014627,P0219,1,163.13,163.13
I025703,O014627,P0280,1,71.06,71.06
I025704,O014627,P0266,1,379.79,379.79
I025705,O014628,P0231,1,947.9,947.9
I025706,O014629,P0261,3,398.42,1195.26
I025707,O014629,P0036,1,398.09,398.09
I025708,O014629,P0016,1,303.79,303.79
I025709,O014630,P0207,1,1435.52,1435.52
I025710,O014630,P0155,1,233.32,233.32
I025711,O014631,P0259,1,262.42,262.42
I025712,O014632,P0347,1,420.23,420.23
I025713,O014633,P0240,2,13.93,27.86
I025714,O014634,P0056,1,16.17,16.17
I025715,O014634,P0452,3,28.98,86.94
I025716,O014634,P0201,1,846.63,846.63
I025717,O014634,P0298,3,15.01,45.03
I025718,O014635,P0316,1,258.89,258.89
I025719,O014635,P0197,2,11.97,23.94
I025720,O014635,P0270,1,43.08,43.08
I025721,O014635,P0366,1,396.88,396.88
I025722,O014636,P0386,1,143.7,143.7
I025723,O014636,P0157,1,59.21,59.21
I025724,O014637,P0277,1,190.61,190.61
I025725,O014638,P0335,1,926.62,926.62
I025726,O014639,P0031,1,466.07,466.07
I025727,O014640,P0079,2,76.23,152.46
I025728,O014640,P0097,1,14.42,14.42
I025729,O014641,P0398,1,209.5,209.5
I025730,O014641,P0373,1,498.92,498.92
I025731,O014642,P0012,1,677.23,677.23
I025732,O014642,P0127,1,396.78,396.78
I025733,O014643,P0314,1,171.78,171.78
I025734,O014643,P0334,3,175.34,526.02
I025735,O014643,P0404,3,135.13,405.39
I025736,O014644,P0349,1,300.45,300.45
I025737,O014645,P0271,1,34.63,34.63
I025738,O014645,P0019,1,46.32,46.32
I025739,O014646,P0025,1,410.99,410.99
I025740,O014646,P0498,1,187.22,187.22
I025741,O014647,P0314,2,171.78,343.56
I025742,O014647,P0005,1,44.24,44.24
I025743,O014647,P0047,1,749.76,749.76
I025744,O014648,P0047,1,807.27,807.27
I025745,O014649,P0419,1,193.39,193.39
I025746,O014650,P0087,1,1480.59,1480.59
I025747,O014650,P0433,1,18.48,18.48
I025748,O014651,P0487,2,44.49,88.98
I025749,O014651,P0223,2,88.13,176.26
I025750,O014652,P0401,1,207.16,207.16
I025751,O014653,P0340,1,203.6,203.6
I025752,O014654,P0323,1,787.48,787.48
I025753,O014654,P0221,1,241.42,241.42
I025754,O014654,P0390,1,333.06,333.06
I025755,O014654,P0166,2,310.56,621.12
I025756,O014655,P0241,1,372.13,372.13
I025757,O014655,P0020,1,48.33,48.33
I025758,O014656,P0350,1,182.58,182.58
I025759,O014656,P0279,1,57.89,57.89
I025760,O014657,P0183,3,298.68,896.04
I025761,O014657,P0263,1,1094.91,1094.91
I025762,O014657,P0187,1,116.04,116.04
I025763,O014658,P0190,1,56.99,56.99
I025764,O014659,P0026,1,146.77,146.77
I025765,O014659,P0247,2,292.72,585.44
I025766,O014659,P0494,1,141.91,141.91
I025767,O014659,P0465,2,52.79,105.58
I025768,O014660,P0283,1,50.52,50.52
I025769,O014661,P0095,1,32.73,32.73
I025770,O014661,P0173,1,273.27,273.27
I025771,O014662,P0171,1,413.86,413.86
I025772,O014663,P0090,1,253.19,253.19
I025773,O014664,P0074,1,75.58,75.58
