return_id,order_id,product_id,return_date,reason
R01165,O011884,P0321,2023-05-21,defective
R01166,O011885,P0117,2023-07-08,defective
R01167,O011898,P0101,2024-03-25,changed_mind
R01168,O011926,P0321,2024-07-11,defective
R01169,O011930,P0304,2024-10-23,defective
R01170,O011937,P0234,2024-09-05,changed_mind
R01171,O011954,P0371,2024-10-18,changed_mind
R01172,O011954,P0311,2024-10-14,not_as_described
R01173,O011963,P0033,2023-04-01,defective
R01174,O011969,P0292,2024-08-12,defective
R01175,O011970,P0391,2023-10-09,defective
R01176,O011987,P0028,2024-11-02,wrong_item
R01177,O012006,P0188,2024-01-07,damaged
R01178,O012014,P0008,2024-11-24,not_as_described
R01179,O012020,P0463,2024-06-08,changed_mind
R01180,O012033,P0388,2024-05-02,damaged
R01181,O012044,P0445,2024-10-24,damaged
R01182,O012057,P0231,2023-03-13,changed_mind
R01183,O012061,P0033,2024-03-01,changed_mind
R01184,O012064,P0149,2023-06-02,changed_mind
R01185,O012072,P0296,2024-05-19,damaged
R01186,O012078,P0374,2023-03-06,damaged
R01187,O012086,P0191,2023-02-06,changed_mind
R01188,O012092,P0251,2024-01-14,defective
R01189,O012117,P0163,2024-09-27,changed_mind
R01190,O012122,P0367,2023-07-20,changed_mind
R01191,O012133,P0472,2024-07-05,defective
R01192,O012133,P0170,2024-07-10,changed_mind
R01193,O012137,P0349,2023-05-28,defective
R01194,O012151,P0339,2023-07-03,not_as_described
R01195,O012158,P0411,2023-03-13,changed_mind
R01196,O012165,P0110,2023-12-12,wrong_item
R01197,O012195,P0051,2024-09-30,changed_mind
R01198,O012203,P0368,2025-01-19,damaged
R01199,O012231,P0054,2024-02-19,damaged
R01200,O012232,P0471,2024-02-18,wrong_item
R01201,O012236,P0024,2024-12-18,wrong_item
R01202,O012244,P0472,2023-06-22,changed_mind
R01203,O012245,P0410,2023-02-11,defective
R01204,O012246,P0319,2023-03-13,changed_mind
R01205,O012249,P0461,2024-12-25,damaged
R01206,O012250,P0379,2023-07-25,not_as_described
R01207,O012252,P0304,2024-10-24,damaged
R01208,O012256,P0338,2024-02-14,defective
R01209,O012257,P0329,2024-10-03,changed_mind
R01210,O012258,P0232,2024-09-19,changed_mind
R01211,O012272,P0480,2024-09-08,defective
R01212,O012276,P0236,2024-09-12,changed_mind
R01213,O012280,P0321,2023-05-13,defective
R01214,O012289,P0114,2025-01-07,changed_mind
R01215,O012289,P0219,2025-01-09,defective
R01216,O012292,P0153,2023-02-26,wrong_item
R01217,O012307,P0266,2023-09-09,not_as_described
R01218,O012324,P0454,2023-03-18,not_as_described
R01219,O012331,P0201,2023-05-04,damaged
R01220,O012387,P0278,2023-07-11,wrong_item
R01221,O012399,P0428,2023-09-19,changed_mind
R01222,O012400,P0164,2023-06-09,changed_mind
R01223,O012409,P0126,2024-12-03,wrong_item
R01224,O012411,P0300,2023-12-28,changed_mind
R01225,O012421,P0038,2023-08-17,not_as_described
R01226,O012425,P0279,2024-12-09,damaged
R01227,O012440,P0277,2024-02-13,damaged
R01228,O012453,P0275,2023-10-10,damaged
R01229,O012454,P0406,2024-04-22,damaged
R01230,O012457,P0110,2024-09-01,wrong_item
R01231,O012457,P0059,2024-08-30,defective
R01232,O012458,P0059,2023-11-25,wrong_item
R01233,O012469,P0473,2023-11-27,wrong_item
R01234,O012470,P0292,2023-06-12,changed_mind
R01235,O012490,P0225,2023-10-25,wrong_item
R01236,O012495,P0140,2024-12-05,changed_mind
R01237,O012508,P0084,2023-06-26,not_as_described
R01238,O012519,P0052,2025-01-18,not_as_described
R01239,O012531,P0109,2024-08-16,defective
R01240,O012547,P0132,2024-06-27,changed_mind
R01241,O012549,P0301,2023-07-17,changed_mind
R01242,O012595,P0241,2024-09-06,changed_mind
R01243,O012650,P0106,2023-02-26,defective
R01244,O012661,P0382,2024-03-06,not_as_described
R01245,O012711,P0052,2024-10-16,changed_mind
R01246,O012724,P0262,2024-04-21,defective
R01247,O012736,P0053,2023-05-07,defective
R01248,O012741,P0111,2023-09-09,not_as_described
R01249,O012745,P0296,2023-05-07,changed_mind
R01250,O012754,P0080,2023-04-09,defective
R01251,O012757,P0427,2024-06-18,damaged
R01252,O012764,P0321,2023-07-20,defective
R01253,O012796,P0206,2023-02-02,changed_mind
R01254,O012796,P0200,2023-02-01,changed_mind
R01255,O012805,P0119,2023-06-08,damaged
R01256,O012823,P0480,2023-01-25,damaged
R01257,O012826,P0405,2023-03-18,defective
R01258,O012843,P0459,2024-08-27,wrong_item
R01259,O012862,P0264,2023-03-23,damaged
R01260,O012864,P0061,2024-06-17,wrong_item
R01261,O012876,P0443,2024-02-07,not_as_described
R01262,O012908,P0488,2024-12-25,defective
R01263,O012911,P0388,2024-09-12,changed_mind
R01264,O012921,P0122,2024-01-15,wrong_item
R01265,O012928,P0466,2025-01-12,damaged
R01266,O012932,P0287,2023-06-11,wrong_item
R01267,O012938,P0180,2024-03-29,defective
R01268,O012989,P0354,2024-04-18,damaged
R01269,O012990,P0104,2023-09-04,changed_mind
R01270,O012995,P0461,2024-12-08,not_as_described
R01271,O013000,P0073,2024-07-27,defective
R01272,O013018,P0302,2024-01-02,damaged
R01273,O013021,P0181,2024-10-12,damaged
R01274,O013035,P0338,2023-10-29,defective
R01275,O013040,P0179,2024-05-12,wrong_item
R01276,O013040,P0253,2024-05-13,changed_mind
R01277,O013059,P0191,2023-09-05,wrong_item
R01278,O013063,P0195,2023-01-30,defective
R01279,O013076,P0412,2024-01-03,not_as_described
R01280,O013078,P0411,2024-07-13,damaged
R01281,O013087,P0292,2023-07-04,wrong_item
R01282,O013097,P0465,2024-06-11,not_as_described
R01283,O013098,P0445,2023-05-30,defective
R01284,O013110,P0313,2023-12-11,defective
R01285,O013119,P0157,2023-03-01,wrong_item
R01286,O013120,P0211,2024-11-09,damaged
R01287,O013127,P0147,2023-12-18,wrong_item
R01288,O013145,P0493,2023-03-21,not_as_described
R01289,O013146,P0038,2023-12-19,changed_mind
R01290,O013149,P0018,2024-11-28,changed_mind
R01291,O013156,P0129,2024-08-26,wrong_item
R01292,O013158,P0041,2024-07-16,wrong_item
R01293,O013175,P0043,2024-12-24,not_as_described
R01294,O013177,P0405,2023-10-21,changed_mind
R01295,O013180,P0321,2023-08-10,defective
R01296,O013186,P0089,2023-01-28,changed_mind
R01297,O013187,P0386,2024-07-15,defective
R01298,O013202,P0054,2024-09-16,changed_mind
R01299,O013215,P0240,2023-12-05,defective
R01300,O013223,P0088,2025-01-05,not_as_described
R01301,O013240,P0007,2023-04-27,changed_mind
R01302,O013257,P0132,2024-02-25,changed_mind
R01303,O013268,P0394,2024-05-13,changed_mind
R01304,O013268,P0289,2024-05-07,changed_mind
R01305,O013269,P0208,2023-08-10,wrong_item
R01306,O013279,P0231,2023-09-29,wrong_item
R01307,O013292,P0321,2023-02-28,defective
R01308,O013295,P0058,2023-06-03,defective
R01309,O013313,P0048,2023-06-02,not_as_described
R01310,O013316,P0143,2023-10-04,not_as_described
R01311,O013325,P0276,2023-04-06,defective
R01312,O013325,P0050,2023-04-17,changed_mind
R01313,O013340,P0433,2024-12-26,changed_mind
R01314,O013375,P0352,2023-09-18,changed_mind
R01315,O013381,P0496,2023-02-13,wrong_item
R01316,O013383,P0315,2023-09-19,wrong_item
R01317,O013408,P0436,2024-04-07,changed_mind
R01318,O013410,P0396,2024-01-23,changed_mind
R01319,O013418,P0262,2023-12-28,changed_mind
R01320,O013429,P0349,2024-01-16,changed_mind
R01321,O013429,P0355,2024-01-20,changed_mind
R01322,O013429,P0398,2024-01-30,wrong_item
R01323,O013439,P0064,2024-02-01,changed_mind
R01324,O013452,P0101,2023-06-18,not_as_described
R01325,O013463,P0361,2023-05-17,changed_mind
R01326,O013475,P0389,2024-12-04,defective
R01327,O013477,P0193,2023-05-28,damaged
R01328,O013478,P0355,2023-09-03,wrong_item
R01329,O013484,P0386,2023-11-01,defective
R01330,O013497,P0478,2024-11-01,changed_mind
R01331,O013510,P0115,2023-05-17,not_as_described
R01332,O013516,P0440,2024-02-25,changed_mind
R01333,O013537,P0246,2023-11-07,wrong_item
R01334,O013554,P0124,2024-01-14,changed_mind
R01335,O013564,P0043,2023-10-04,changed_mind
R01336,O013578,P0380,2024-08-29,defective
R01337,O013582,P0469,2025-01-01,wrong_item
R01338,O013589,P0295,2023-09-03,wrong_item
R01339,O013611,P0399,2023-02-23,defective
R01340,O013648,P0305,2024-06-03,changed_mind
R01341,O013659,P0128,2023-12-07,wrong_item
R01342,O013693,P0466,2023-08-08,wrong_item
R01343,O013695,P0245,2023-07-04,not_as_described
R01344,O013721,P0437,2024-08-14,not_as_described
R01345,O013723,P0252,2023-12-01,changed_mind
R01346,O013741,P0233,2024-12-15,changed_mind
R01347,O013746,P0459,2024-07-10,changed_mind
R01348,O013752,P0090,2024-12-23,changed_mind
R01349,O013778,P0328,2023-11-18,changed_mind
R01350,O013803,P0049,2023-03-31,defective
R01351,O013805,P0380,2023-04-17,wrong_item
R01352,O013806,P0201,2024-11-14,changed_mind
R01353,O013809,P0387,2023-08-08,wrong_item
R01354,O013816,P0333,2023-08-01,defective
R01355,O013817,P0374,2023-03-30,changed_mind
R01356,O013818,P0427,2024-09-10,changed_mind
R01357,O013836,P0464,2023-11-07,not_as_described
R01358,O013868,P0253,2023-05-09,defective
R01359,O013875,P0281,2025-01-15,not_as_described
R01360,O013885,P0280,2024-06-07,wrong_item
R01361,O013886,P0070,2023-07-16,changed_mind
R01362,O013889,P0287,2023-09-11,wrong_item
R01363,O013890,P0460,2023-04-17,not_as_described
R01364,O013899,P0093,2024-04-25,changed_mind
R01365,O013905,P0061,2023-10-10,changed_mind
R01366,O013911,P0271,2023-06-04,changed_mind
R01367,O013918,P0241,2024-02-01,not_as_described
R01368,O013930,P0400,2023-12-14,wrong_item
R01369,O013940,P0334,2023-05-04,changed_mind
R01370,O013971,P0123,2023-02-19,changed_mind
R01371,O013981,P0038,2023-11-15,not_as_described
R01372,O013983,P0202,2024-06-17,changed_mind
R01373,O013990,P0260,2024-08-25,changed_mind
R01374,O013997,P0426,2023-02-02,defective
R01375,O014001,P0038,2023-07-05,wrong_item
R01376,O014003,P0397,2024-11-21,damaged
R01377,O014009,P0216,2024-10-08,changed_mind
R01378,O014023,P0231,2023-05-14,not_as_described
R01379,O014030,P0129,2025-01-03,not_as_described
R01380,O014035,P0400,2024-06-18,wrong_item
R01381,O014036,P0490,2023-03-29,defective
R01382,O014061,P0315,2023-02-16,not_as_described
R01383,O014069,P0037,2023-02-19,damaged
R01384,O014086,P0378,2024-04-13,wrong_item
R01385,O014086,P0321,2024-05-06,wrong_item
R01386,O014097,P0432,2024-10-25,defective
R01387,O014110,P0155,2024-06-18,damaged
R01388,O014112,P0263,2023-02-18,damaged
R01389,O014115,P0130,2024-05-19,damaged
R01390,O014137,P0047,2023-05-26,changed_mind
R01391,O014148,P0477,2023-12-18,defective
R01392,O014153,P0065,2024-03-17,defective
R01393,O014172,P0323,2024-03-02,changed_mind
R01394,O014191,P0171,2024-02-13,wrong_item
R01395,O014211,P0498,2023-02-26,wrong_item
R01396,O014216,P0289,2023-10-26,not_as_described
R01397,O014246,P0273,2024-10-28,changed_mind
R01398,O014256,P0252,2024-04-27,defective
R01399,O014278,P0035,2023-08-05,not_as_described
R01400,O014289,P0082,2024-03-23,wrong_item
R01401,O014302,P0058,2024-05-06,wrong_item
R01402,O014307,P0160,2024-02-02,wrong_item
R01403,O014320,P0248,2024-10-28,changed_mind
R01404,O014355,P0070,2025-01-04,damaged
R01405,O014371,P0322,2024-11-25,defective
R01406,O014404,P0178,2023-03-01,damaged
R01407,O014406,P0403,2023-05-28,defective
R01408,O014413,P0388,2023-06-04,defective
R01409,O014425,P0424,2023-04-29,changed_mind
R01410,O014428,P0042,2024-11-04,changed_mind
R01411,O014439,P0219,2024-06-04,wrong_item
R01412,O014461,P0292,2023-06-06,changed_mind
R01413,O014464,P0294,2024-04-21,defective
R01414,O014492,P0481,2025-01-07,changed_mind
R01415,O014501,P0441,2024-10-06,wrong_item
R01416,O014515,P0304,2023-07-06,changed_mind
R01417,O014535,P0012,2023-03-19,changed_mind
R01418,O014538,P0017,2024-08-23,changed_mind
R01419,O014541,P0345,2024-11-10,damaged
R01420,O014541,P0389,2024-11-16,changed_mind
R01421,O014564,P0319,2023-10-07,changed_mind
R01422,O014569,P0320,2023-02-13,wrong_item
R01423,O014572,P0218,2024-08-26,wrong_item
R01424,O014575,P0374,2024-09-06,changed_mind
R01425,O014579,P0157,2024-03-18,defective
R01426,O014583,P0155,2023-10-03,changed_mind
R01427,O014609,P0142,2024-08-21,changed_mind
R01428,O014634,P0056,2024-08-18,not_as_described
R01429,O014647,P0314,2023-01-16,defective
R01430,O014675,P0274,2024-06-10,changed_mind
R01431,O014679,P0438,2025-01-12,not_as_described
R01432,O014687,P0208,2023-03-29,changed_mind
R01433,O014690,P0405,2023-02-20,changed_mind
R01434,O014695,P0111,2024-06-05,damaged
R01435,O014696,P0270,2024-06-03,wrong_item
R01436,O014698,P0337,2023-09-22,wrong_item
R01437,O014709,P0276,2023-05-21,wrong_item
R01438,O014727,P0100,2023-10-22,damaged
R01439,O014733,P0013,2023-05-18,wrong_item
R01440,O014757,P0139,2023-02-21,wrong_item
R01441,O014778,P0034,2023-01-14,defective
R01442,O014781,P0460,2023-07-23,changed_mind
R01443,O014808,P0054,2024-06-02,changed_mind
R01444,O014812,P0462,2024-09-25,changed_mind
R01445,O014820,P0061,2024-02-17,defective
R01446,O014828,P0143,2024-02-22,not_as_described
R01447,O014839,P0436,2023-03-29,damaged
R01448,O014851,P0088,2024-11-14,damaged
R01449,O014856,P0230,2024-09-13,defective
R01450,O014871,P0141,2023-02-21,not_as_described
R01451,O014888,P0135,2023-01-18,damaged
R01452,O014893,P0493,2023-04-24,not_as_described
R01453,O014898,P0092,2023-11-29,changed_mind
R01454,O014930,P0189,2024-02-13,changed_mind
R01455,O014931,P0218,2023-06-22,changed_mind
R01456,O014944,P0489,2023-10-27,damaged
R01457,O014950,P0050,2024-11-11,not_as_described
R01458,O014964,P0250,2023-08-09,wrong_item
R01459,O014983,P0210,2024-07-24,wrong_item
R01460,O014983,P0463,2024-07-29,changed_mind
R01461,O014990,P0183,2024-02-04,changed_mind
R01462,O015017,P0445,2023-12-30,changed_mind
R01463,O015021,P0394,2023-11-16,changed_mind
R01464,O015024,P0485,2023-11-26,wrong_item
R01465,O015025,P0174,2024-07-08,not_as_described
R01466,O015030,P0478,2023-01-12,defective
R01467,O015032,P0308,2024-02-26,damaged
R01468,O015033,P0112,2024-07-15,defective
R01469,O015038,P0490,2024-08-28,wrong_item
R01470,O015065,P0075,2023-12-22,damaged
R01471,O015069,P0091,2023-03-17,wrong_item
R01472,O015076,P0242,2024-07-10,defective
R01473,O015081,P0320,2024-03-03,changed_mind
R01474,O015092,P0399,2023-08-24,not_as_described
R01475,O015094,P0462,2024-07-05,changed_mind
R01476,O015095,P0339,2023-03-13,not_as_described
R01477,O015102,P0071,2024-05-17,damaged
R01478,O015109,P0062,2024-07-28,damaged
R01479,O015119,P0192,2023-07-26,wrong_item
R01480,O015125,P0017,2024-09-16,not_as_described
R01481,O015132,P0005,2024-05-18,changed_mind
R01482,O015138,P0137,2023-12-25,damaged
R01483,O015147,P0217,2023-04-14,changed_mind
R01484,O015149,P0174,2023-11-14,defective
R01485,O015160,P0386,2024-11-11,defective
R01486,O015161,P0398,2024-01-16,changed_mind
R01487,O015170,P0357,2024-01-19,wrong_item
R01488,O015172,P0472,2023-08-08,changed_mind
R01489,O015173,P0053,2023-10-05,not_as_described
R01490,O015175,P0399,2024-05-26,defective
R01491,O015184,P0291,2024-10-04,wrong_item
R01492,O015187,P0478,2024-06-22,wrong_item
R01493,O015188,P0452,2024-03-18,changed_mind
R01494,O015193,P0156,2023-08-23,changed_mind
R01495,O015241,P0071,2023-04-08,damaged
R01496,O015244,P0242,2024-07-28,not_as_described
R01497,O015260,P0269,2024-04-25,changed_mind
R01498,O015283,P0347,2025-01-23,defective
R01499,O015297,P0229,2023-10-07,changed_mind
R01500,O015300,P0142,2024-11-29,not_as_described
R01501,O015304,P0117,2024-07-31,changed_mind
R01502,O015311,P0175,2023-07-30,changed_mind
R01503,O015314,P0014,2024-10-29,changed_mind
R01504,O015315,P0107,2024-12-28,defective
R01505,O015332,P0117,2024-03-07,not_as_described
R01506,O015344,P0077,2024-09-27,defective
R01507,O015346,P0202,2024-01-26,changed_mind
R01508,O015354,P0031,2023-02-27,damaged
R01509,O015369,P0473,2024-09-09,changed_mind
R01510,O015390,P0273,2023-02-25,changed_mind
R01511,O015396,P0298,2024-11-30,defective
R01512,O015398,P0177,2023-09-10,defective
R01513,O015406,P0222,2024-03-07,not_as_described
R01514,O015432,P0395,2023-08-05,defective
R01515,O015452,P0416,2024-06-20,changed_mind
R01516,O015461,P0287,2023-08-03,changed_mind
R01517,O015467,P0116,2023-09-09,changed_mind
R01518,O015495,P0472,2024-09-08,defective
R01519,O015497,P0192,2023-11-25,changed_mind
R01520,O015518,P0110,2024-03-14,wrong_item
R01521,O015527,P0478,2023-09-27,wrong_item
R01522,O015530,P0060,2023-12-19,changed_mind
R01523,O015538,P0018,2023-05-15,changed_mind
R01524,O015544,P0167,2024-11-28,changed_mind
R01525,O015558,P0216,2023-04-14,changed_mind
R01526,O015579,P0285,2023-08-02,changed_mind
R01527,O015583,P0017,2024-11-15,wrong_item
R01528,O015585,P0181,2023-07-18,changed_mind
R01529,O015591,P0473,2023-12-26,wrong_item
R01530,O015596,P0468,2024-06-22,defective
R01531,O015597,P0260,2023-12-01,wrong_item
R01532,O015635,P0146,2023-09-17,wrong_item
R01533,O015661,P0396,2024-07-09,changed_mind
R01534,O015672,P0263,2023-09-30,changed_mind
R01535,O015688,P0020,2024-12-24,changed_mind
R01536,O015692,P0319,2024-02-21,not_as_described
R01537,O015713,P0306,2023-12-19,wrong_item
R01538,O015727,P0096,2023-10-31,defective
R01539,O015744,P0366,2023-08-08,defective
R01540,O015744,P0270,2023-08-13,defective
R01541,O015773,P0143,2024-09-19,changed_mind
R01542,O015775,P0385,2024-05-17,wrong_item
R01543,O015778,P0324,2024-08-02,changed_mind
R01544,O015783,P0318,2023-09-23,changed_mind
R01545,O015790,P0368,2024-07-26,not_as_described
R01546,O015810,P0114,2024-07-09,defective
R01547,O015817,P0134,2024-03-01,changed_mind
R01548,O015851,P0253,2024-10-20,not_as_described
R01549,O015866,P0407,2024-02-06,changed_mind
R01550,O015870,P0493,2024-05-27,not_as_described
R01551,O015876,P0458,2023-09-29,defective
R01552,O015884,P0167,2024-01-13,changed_mind
R01553,O015895,P0085,2024-11-23,damaged
R01554,O015909,P0022,2023-01-12,changed_mind
R01555,O015913,P0457,2023-10-09,changed_mind
R01556,O015929,P0061,2023-10-11,changed_mind
R01557,O015930,P0020,2024-07-18,damaged
R01558,O015932,P0185,2024-08-05,changed_mind
R01559,O015941,P0099,2025-01-03,defective
R01560,O015947,P0187,2024-12-11,changed_mind
R01561,O015948,P0349,2024-02-03,not_as_described
R01562,O015957,P0097,2024-05-17,defective
R01563,O015961,P0300,2024-07-12,changed_mind
R01564,O015962,P0445,2024-04-18,wrong_item
R01565,O015965,P0170,2024-11-18,defective
R01566,O015979,P0296,2023-05-06,changed_mind
R01567,O015994,P0120,2024-08-01,not_as_described
R01568,O015998,P0293,2024-04-04,wrong_item
R01569,O016005,P0084,2024-03-14,wrong_item
R01570,O016015,P0354,2024-04-22,changed_mind
R01571,O016016,P0297,2024-06-14,defective
R01572,O016048,P0399,2023-03-21,changed_mind
R01573,O016053,P0192,2024-09-22,wrong_item
R01574,O016067,P0170,2024-05-31,changed_mind
R01575,O016077,P0472,2024-05-11,not_as_described
R01576,O016080,P0159,2024-08-11,changed_mind
R01577,O016082,P0223,2023-10-29,defective
R01578,O016097,P0200,2023-10-09,defective
R01579,O016098,P0232,2024-06-24,damaged
R01580,O016103,P0414,2024-10-11,defective
R01581,O016107,P0462,2023-10-23,damaged
R01582,O016137,P0351,2024-07-04,not_as_described
R01583,O016143,P0227,2023-10-06,defective
R01584,O016148,P0014,2023-11-28,defective
R01585,O016161,P0246,2023-05-16,damaged
R01586,O016162,P0315,2023-05-28,not_as_described
R01587,O016164,P0086,2024-09-23,damaged
R01588,O016167,P0240,2024-04-23,damaged
R01589,O016171,P0151,2024-09-14,changed_mind
R01590,O016173,P0260,2025-01-19,changed_mind
R01591,O016182,P0283,2023-06-22,defective
R01592,O016185,P0457,2024-12-23,defective
R01593,O016188,P0287,2023-12-20,defective
R01594,O016207,P0168,2023-12-16,not_as_described
R01595,O016216,P0466,2024-12-29,not_as_described
R01596,O016266,P0144,2024-03-20,changed_mind
R01597,O016269,P0178,2024-06-23,damaged
R01598,O016283,P0037,2024-06-23,wrong_item
R01599,O016283,P0110,2024-06-14,defective
R01600,O016285,P0242,2024-06-20,damaged
R01601,O016320,P0024,2023-03-31,defective
R01602,O016341,P0035,2023-10-17,damaged
R01603,O016349,P0117,2023-02-12,not_as_described
R01604,O016358,P0213,2025-01-02,not_as_described
R01605,O016364,P0019,2023-12-28,changed_mind
R01606,O016369,P0067,2023-11-11,changed_mind
R01607,O016374,P0289,2023-08-24,changed_mind
R01608,O016376,P0265,2023-12-16,defective
R01609,O016394,P0158,2024-12-01,changed_mind
R01610,O016398,P0169,2023-08-30,changed_mind
R01611,O016430,P0350,2024-07-25,changed_mind
R01612,O016433,P0036,2024-11-02,damaged
R01613,O016434,P0455,2024-01-07,not_as_described
R01614,O016442,P0272,2023-08-28,changed_mind
R01615,O016451,P0046,2024-05-20,changed_mind
R01616,O016469,P0043,2023-08-22,wrong_item
R01617,O016525,P0290,2024-05-05,changed_mind
R01618,O016530,P0029,2024-11-01,defective
R01619,O016582,P0016,2024-05-30,changed_mind
R01620,O016592,P0084,2024-05-21,damaged
R01621,O016595,P0115,2024-11-10,wrong_item
R01622,O016599,P0149,2024-01-27,changed_mind
R01623,O016607,P0089,2023-06-14,damaged
R01624,O016617,P0317,2023-12-27,not_as_described
R01625,O016619,P0372,2024-03-07,changed_mind
R01626,O016652,P0104,2024-06-21,wrong_item
R01627,O016655,P0462,2023-02-14,defective
R01628,O016656,P0235,2024-06-26,changed_mind
R01629,O016695,P0321,2023-12-22,changed_mind
R01630,O016717,P0171,2025-01-06,not_as_described
R01631,O016739,P0199,2024-09-16,changed_mind
R01632,O016751,P0495,2024-01-30,damaged
R01633,O016777,P0374,2023-05-31,defective
R01634,O016787,P0491,2023-08-21,not_as_described
R01635,O016791,P0361,2024-02-14,damaged
R01636,O016798,P0115,2023-08-22,wrong_item
R01637,O016808,P0301,2024-09-29,not_as_described
R01638,O016818,P0038,2023-12-23,damaged
R01639,O016833,P0275,2024-08-25,wrong_item
R01640,O016835,P0415,2023-03-10,not_as_described
R01641,O016843,P0423,2023-10-05,damaged
R01642,O016856,P0468,2024-09-09,wrong_item
R01643,O016860,P0367,2024-12-31,defective
R01644,O016868,P0347,2024-06-28,defective
R01645,O016876,P0496,2024-01-25,defective
R01646,O016876,P0115,2024-01-19,wrong_item
R01647,O016881,P0032,2024-04-15,changed_mind
R01648,O016886,P0496,2023-07-20,damaged
R01649,O016887,P0480,2024-07-05,not_as_described
R01650,O016906,P0499,2023-12-24,changed_mind
R01651,O016945,P0245,2023-03-03,damaged
R01652,O016962,P0381,2024-11-25,not_as_described
R01653,O016968,P0455,2024-10-09,wrong_item
R01654,O016975,P0203,2024-02-08,defective
R01655,O016987,P0093,2023-01-31,changed_mind
R01656,O017014,P0196,2024-05-10,changed_mind
R01657,O017031,P0073,2023-07-10,damaged
R01658,O017040,P0218,2023-04-01,defective
R01659,O017057,P0321,2024-07-05,defective
R01660,O017060,P0243,2024-09-16,defective
R01661,O017069,P0157,2024-08-11,changed_mind
R01662,O017074,P0060,2024-05-16,changed_mind
R01663,O017075,P0326,2024-08-08,not_as_described
R01664,O017075,P0091,2024-08-20,changed_mind
R01665,O017087,P0244,2023-12-29,defective
R01666,O017091,P0474,2025-01-18,defective
R01667,O017113,P0187,2023-06-06,changed_mind
R01668,O017157,P0242,2023-11-29,not_as_described
R01669,O017176,P0025,2024-05-17,changed_mind
R01670,O017189,P0187,2024-11-01,damaged
R01671,O017191,P0468,2024-08-01,defective
R01672,O017194,P0422,2024-12-23,changed_mind
R01673,O017207,P0093,2024-04-19,wrong_item
R01674,O017212,P0409,2023-09-21,damaged
R01675,O017227,P0308,2023-07-09,wrong_item
R01676,O017236,P0128,2024-07-01,not_as_described
R01677,O017261,P0474,2024-03-13,changed_mind
R01678,O017266,P0375,2023-05-01,changed_mind
R01679,O017279,P0005,2024-05-06,not_as_described
R01680,O017287,P0341,2024-03-18,damaged
R01681,O017288,P0041,2023-03-28,damaged
R01682,O017302,P0314,2023-09-18,defective
R01683,O017311,P0295,2023-10-16,changed_mind
R01684,O017325,P0103,2024-04-04,wrong_item
R01685,O017329,P0283,2023-10-13,damaged
R01686,O017345,P0070,2024-03-22,damaged
R01687,O017351,P0088,2024-09-03,defective
R01688,O017356,P0223,2023-05-24,changed_mind
R01689,O017360,P0486,2024-11-02,changed_mind
R01690,O017363,P0478,2023-04-13,defective
R01691,O017368,P0468,2024-09-16,defective
R01692,O017375,P0491,2024-08-24,changed_mind
R01693,O017382,P0423,2023-07-05,damaged
R01694,O017392,P0407,2024-04-09,defective
R01695,O017398,P0439,2023-06-01,damaged
R01696,O017407,P0275,2024-10-29,damaged
R01697,O017416,P0107,2024-01-03,wrong_item
R01698,O017427,P0362,2024-12-04,damaged
R01699,O017433,P0395,2024-03-14,changed_mind
R01700,O017458,P0312,2023-08-11,changed_mind
R01701,O017463,P0166,2023-03-03,defective
R01702,O017466,P0146,2023-09-30,defective
R01703,O017466,P0386,2023-09-14,not_as_described
R01704,O017468,P0419,2024-07-30,defective
R01705,O017473,P0483,2024-01-25,changed_mind
R01706,O017493,P0399,2023-07-14,changed_mind
R01707,O017496,P0046,2023-07-01,not_as_described
R01708,O017498,P0469,2023-08-20,changed_mind
R01709,O017504,P0298,2023-03-19,not_as_described
R01710,O017516,P0472,2025-01-01,changed_mind
R01711,O017517,P0230,2023-11-04,wrong_item
R01712,O017535,P0432,2024-11-17,not_as_described
R01713,O017539,P0332,2024-04-16,not_as_described
R01714,O017560,P0407,2024-05-04,damaged
R01715,O017606,P0404,2023-06-17,changed_mind
R01716,O017607,P0146,2024-03-10,damaged
R01717,O017612,P0378,2024-08-25,damaged
R01718,O017622,P0032,2023-12-04,changed_mind
R01719,O017627,P0456,2023-04-11,wrong_item
R01720,O017632,P0482,2024-04-20,changed_mind
R01721,O017634,P0053,2024-10-29,changed_mind
R01722,O017636,P0105,2023-10-19,not_as_described
R01723,O017638,P0180,2024-02-13,damaged
R01724,O017641,P0149,2024-03-07,wrong_item
R01725,O017643,P0430,2024-05-28,defective
R01726,O017653,P0317,2023-08-15,wrong_item
R01727,O017656,P0115,2023-02-01,wrong_item
R01728,O017666,P0384,2024-10-18,damaged
R01729,O017676,P0229,2024-10-23,damaged
R01730,O017682,P0487,2024-01-25,changed_mind
R01731,O017688,P0110,2023-03-07,defective
R01732,O017694,P0205,2023-03-15,defective
R01733,O017709,P0364,2024-06-25,not_as_described
R01734,O017715,P0287,2023-02-13,defective
R01735,O017722,P0070,2024-06-20,changed_mind
R01736,O017726,P0178,2024-01-09,defective
R01737,O017755,P0102,2023-05-01,changed_mind
R01738,O017765,P0356,2023-03-09,not_as_described
R01739,O017771,P0120,2024-03-05,wrong_item
R01740,O017776,P0321,2023-07-10,not_as_described
R01741,O017809,P0480,2025-01-16,changed_mind
R01742,O017819,P0082,2023-03-26,not_as_described
R01743,O017831,P0227,2024-09-03,not_as_described
R01744,O017839,P0393,2024-09-17,damaged
