order_id,customer_id,order_date,total,channel,region
O010956,C06582,2024-03-14,291.81,store,West
O010957,C07833,2023-10-19,419.52,web,East
O010958,C06400,2023-04-08,451.65,store,West
O010959,C01317,2023-04-24,147.85,web,South
O010960,C03567,2023-11-19,321.36,web,West
O010961,C02701,2023-10-27,411.1,web,West
O010962,C06298,2024-09-28,111.75,store,West
O010963,C04176,2023-04-10,203.62,web,South
O010964,C07317,2023-10-30,122.59,store,West
O010965,C03817,2023-03-05,219.61,store,East
O010966,C05203,2024-02-16,68.81,store,East
O010967,C04045,2024-10-21,272.31,web,South
O010968,C00691,2024-01-06,498.43,store,East
O010969,C01487,2023-04-12,443.77,web,West
O010970,C00101,2023-08-17,278.96,store,South
O010971,C01297,2024-11-07,314.17,store,North
O010972,C04685,2024-12-12,395.64,web,East
O010973,C04030,2024-03-04,154.4,web,East
O010974,C04558,2024-03-25,297.35,store,East
O010975,C03924,2024-10-11,267.44,store,North
O010976,C04531,2024-02-23,223.01,web,West
O010977,C05152,2024-12-18,255.09,referral,West
O010978,C04019,2024-04-15,396.28,web,West
O010979,C06555,2023-10-08,221.18,store,West
O010980,C04024,2024-03-10,463.68,store,North
O010981,C06536,2023-04-03,454.08,store,West
O010982,C03358,2023-12-08,488.17,store,North
O010983,C03492,2024-07-06,78.95,referral,West
O010984,C07672,2023-08-27,323.23,store,South
O010985,C07847,2024-10-15,142.92,web,South
O010986,C05297,2024-03-11,86.07,web,North
O010987,C07800,2024-01-26,281.27,store,West
O010988,C04495,2023-12-10,469.98,store,West
O010989,C01791,2023-11-10,182.58,store,West
O010990,C06854,2023-04-02,229.28,store,West
O010991,C03619,2023-04-09,357.17,store,North
O010992,C05138,2024-02-24,443.79,store,West
O010993,C06126,2023-06-28,95.93,web,South
O010994,C00632,2024-04-14,317.25,store,West
O010995,C00388,2024-03-05,157.53,store,East
O010996,C00138,2023-03-09,399.61,store,North
O010997,C03394,2023-10-13,169.42,store,East
O010998,C00181,2024-02-15,377.38,store,West
O010999,C01753,2024-05-18,371.33,web,East
O011000,C01324,2023-08-11,489.13,web,East
O011001,C04530,2024-04-13,272.49,web,West
O011002,C03453,2024-11-11,121.85,web,West
O011003,C06676,2023-09-25,406.88,web,West
O011004,C03779,2024-09-03,386.28,web,North
O011005,C06397,2023-09-07,432.91,store,North
O011006,C04751,2024-09-11,301.36,store,West
O011007,C07732,2023-11-02,346.55,web,South
O011008,C07879,2023-10-29,483.52,store,West
O011009,C04255,2023-11-15,57.23,web,South
O011010,C03264,2023-01-22,350.56,web,East
O011011,C03746,2023-10-25,257.18,store,West
O011012,C03781,2024-05-28,235.01,web,West
O011013,C07604,2023-09-24,184.42,store,South
O011014,C04436,2024-03-12,376.67,store,North
O011015,C00396,2023-07-14,101.81,web,South
O011016,C05648,2024-10-15,153.16,web,East
O011017,C02372,2023-02-28,194.57,store,North
O011018,C01617,2024-02-09,141.19,web,South
O011019,C00607,2023-09-07,115.65,store,South
O011020,C04997,2023-05-01,268.47,store,South
O011021,C03670,2024-09-04,103.21,store,West
O011022,C07626,2023-06-27,188.08,store,East
O011023,C01157,2024-07-03,458.32,store,North
O011024,C03125,2023-06-05,295.84,store,West
O011025,C03916,2023-06-16,283.72,store,North
O011026,C06839,2023-04-07,414.86,store,West
O011027,C05771,2024-08-05,360.94,web,East
O011028,C01670,2023-03-17,213.61,web,South
O011029,C07836,2024-10-28,110.49,web,East
O011030,C07582,2024-05-20,388.61,referral,East
O011031,C02828,2024-11-23,99.88,store,North
O011032,C02209,2024-03-27,187.51,web,West
O011033,C01630,2023-07-27,399.88,store,East
O011034,C00668,2023-11-01,367.13,referral,West
O011035,C06389,2024-03-02,430.32,referral,East
O011036,C03566,2024-02-24,322.2,store,West
O011037,C04788,2023-02-22,331.47,store,North
O011038,C03797,2023-10-19,273.46,store,West
O011039,C01219,2024-08-27,187.21,store,South
O011040,C07005,2024-06-11,269.22,store,West
O011041,C04810,2023-04-28,103.55,store,East
O011042,C01561,2023-01-25,497.32,store,South
O011043,C03191,2023-08-17,204.36,store,East
O011044,C01346,2024-12-30,435.48,store,North
O011045,C02777,2023-10-06,459.9,web,East
O011046,C03263,2023-10-05,62.19,web,East
O011047,C01559,2024-12-02,318.44,store,South
O011048,C07453,2024-05-09,434.27,web,North
O011049,C01226,2024-01-17,246.86,web,North
O011050,C06398,2023-06-07,77.32,web,West
O011051,C02047,2024-05-25,222.32,store,West
O011052,C01627,2024-02-21,173.98,store,East
O011053,C03573,2024-12-30,449.21,store,West
O011054,C05019,2024-02-11,349.76,web,East
O011055,C06804,2024-01-11,167.13,store,West
O011056,C06482,2023-02-12,412.37,web,East
O011057,C04637,2024-06-28,278.93,referral,South
O011058,C01986,2024-05-22,443.94,web,East
O011059,C06642,2023-04-26,410.55,web,South
O011060,C03013,2024-01-23,349.36,web,North
O011061,C03689,2023-10-10,101.9,store,East
O011062,C04248,2023-03-28,321.15,web,West
O011063,C06491,2023-03-11,327.36,store,North
O011064,C01774,2024-03-30,417.11,web,East
O011065,C02450,2023-06-02,132.77,web,North
O011066,C06279,2024-06-09,324.46,store,South
O011067,C05485,2024-11-16,422.51,store,South
O011068,C04589,2024-12-03,58.06,store,North
O011069,C07919,2024-12-12,325.72,web,South
O011070,C06873,2024-11-29,416.65,store,East
O011071,C00424,2024-02-16,252.84,store,West
O011072,C00405,2024-05-15,136.0,store,East
O011073,C01599,2024-07-24,402.79,store,West
O011074,C00898,2023-06-15,90.42,web,East
O011075,C07092,2023-11-26,290.05,web,East
O011076,C05788,2023-03-19,52.84,web,West
O011077,C03412,2023-04-05,262.23,web,East
O011078,C06873,2024-03-15,453.56,store,East
O011079,C04515,2024-03-28,468.62,store,South
O011080,C03566,2023-09-06,123.42,store,West
O011081,C02085,2023-01-24,329.03,store,West
O011082,C02854,2023-07-21,74.97,web,South
O011083,C02380,2024-05-22,356.26,store,South
O011084,C04609,2024-07-15,395.08,store,North
O011085,C03508,2024-07-03,256.12,store,West
O011086,C04985,2024-03-03,241.42,referral,East
O011087,C04733,2023-12-10,297.21,web,East
O011088,C05130,2024-06-29,181.95,store,West
O011089,C03212,2023-03-06,266.52,store,South
O011090,C07579,2024-10-08,441.76,store,South
O011091,C05347,2023-05-15,100.14,store,East
O011092,C06437,2023-08-21,297.52,store,South
O011093,C07566,2023-06-29,192.7,store,West
O011094,C05158,2023-05-09,392.43,store,West
O011095,C05551,2023-03-26,201.5,web,East
O011096,C05905,2024-10-30,408.09,store,East
O011097,C02799,2024-03-25,228.56,store,South
O011098,C07776,2024-09-18,328.44,web,East
O011099,C03813,2023-09-29,365.11,store,West
O011100,C03861,2023-05-16,194.45,store,North
O011101,C01312,2023-09-19,238.7,web,East
O011102,C00885,2023-12-18,429.39,web,South
O011103,C03235,2024-12-11,248.83,store,West
O011104,C02304,2023-06-17,260.77,store,North
O011105,C07266,2023-01-28,312.94,web,West
O011106,C04422,2023-06-16,401.7,store,East
O011107,C07868,2023-09-07,81.72,web,North
O011108,C04860,2023-06-03,319.26,store,West
O011109,C06486,2024-08-05,439.13,store,East
O011110,C05672,2024-03-22,201.71,store,West
O011111,C02769,2024-10-28,357.81,store,East
O011112,C03658,2024-03-17,165.95,store,North
O011113,C07006,2024-03-12,98.76,web,West
O011114,C06277,2023-10-25,127.49,web,West
O011115,C05366,2023-08-21,374.83,web,East
O011116,C01683,2024-09-22,315.68,store,East
O011117,C00543,2024-04-28,137.72,store,South
O011118,C05898,2023-08-17,65.98,web,West
O011119,C06441,2024-08-19,422.44,store,East
O011120,C06095,2023-05-28,365.38,store,South
O011121,C03022,2023-11-26,253.15,store,West
O011122,C02834,2023-08-28,142.8,store,West
O011123,C02966,2024-11-07,484.53,web,West
O011124,C03861,2023-10-24,219.87,store,North
O011125,C04301,2024-03-17,467.06,store,North
O011126,C06409,2024-10-19,150.03,web,South
O011127,C02380,2024-02-08,448.23,store,South
O011128,C01392,2023-01-05,294.62,store,North
O011129,C03917,2024-10-16,474.7,web,North
O011130,C01342,2023-03-23,105.74,store,East
O011131,C01228,2023-04-16,495.91,store,North
O011132,C01509,2023-02-16,141.22,web,West
O011133,C02883,2024-06-02,92.01,store,East
O011134,C03552,2023-09-14,304.09,web,South
O011135,C06607,2023-07-04,356.19,store,South
O011136,C06847,2024-08-12,220.54,store,East
O011137,C07036,2023-01-09,364.03,store,South
O011138,C03019,2023-06-29,475.73,web,East
O011139,C02976,2023-09-21,408.33,store,East
O011140,C03293,2024-08-13,448.81,store,East
O011141,C06830,2024-10-07,454.04,store,South
O011142,C07081,2023-10-13,184.62,store,South
O011143,C01850,2023-01-05,368.21,store,East
O011144,C00828,2023-06-10,386.3,web,East
O011145,C06131,2024-02-13,104.72,store,West
O011146,C07738,2024-06-05,268.0,store,South
O011147,C06895,2024-02-12,345.2,store,West
O011148,C02579,2023-10-29,180.71,web,West
O011149,C03392,2023-10-19,337.5,store,West
O011150,C04163,2024-06-17,73.5,store,East
O011151,C00231,2023-08-16,315.74,web,West
O011152,C04605,2023-08-28,95.48,web,South
O011153,C06171,2023-06-11,357.05,web,South
O011154,C04095,2023-09-03,345.44,store,East
O011155,C01406,2024-04-19,330.43,store,East
O011156,C00218,2024-07-15,165.74,store,East
O011157,C00980,2023-06-08,350.95,store,East
O011158,C00079,2024-09-23,236.54,store,East
O011159,C01520,2024-12-01,291.28,web,East
O011160,C00664,2023-02-10,357.85,store,East
O011161,C06505,2024-02-24,216.58,web,West
O011162,C06570,2024-04-20,497.64,web,East
O011163,C04398,2024-09-23,78.11,web,West
O011164,C05394,2024-12-09,378.51,store,North
O011165,C05243,2023-08-16,158.15,web,West
O011166,C01242,2024-02-27,491.82,web,South
O011167,C07678,2024-02-19,288.79,web,East
O011168,C07482,2023-05-21,403.21,web,West
O011169,C06418,2024-04-19,141.3,store,East
O011170,C02507,2024-03-10,446.17,web,East
O011171,C01148,2023-09-01,484.01,web,East
O011172,C06889,2023-09-10,292.53,store,North
O011173,C04075,2023-12-21,432.97,store,East
O011174,C01749,2024-04-25,351.37,web,West
O011175,C02496,2024-01-23,159.82,store,West
O011176,C03108,2024-04-28,463.26,web,East
O011177,C07156,2024-06-16,400.67,store,South
O011178,C01953,2024-12-05,451.08,web,East
O011179,C02583,2024-11-23,213.28,web,East
O011180,C02408,2024-05-19,254.13,store,East
O011181,C04617,2023-05-31,179.78,web,West
O011182,C07570,2023-06-23,201.12,web,East
O011183,C04562,2023-07-18,167.44,web,West
O011184,C05561,2023-05-19,377.26,store,West
O011185,C06994,2024-12-18,220.51,web,East
O011186,C06218,2023-03-28,379.24,store,West
O011187,C00699,2023-06-27,353.49,store,East
O011188,C06679,2024-10-16,299.82,store,East
O011189,C06509,2024-09-04,352.29,web,North
O011190,C06655,2024-10-22,299.13,store,East
O011191,C00944,2023-05-18,373.78,web,North
O011192,C04558,2024-12-19,196.92,store,East
O011193,C00723,2023-11-06,401.59,store,West
O011194,C04471,2024-05-29,184.34,web,South
O011195,C04712,2023-08-02,490.58,web,West
O011196,C00803,2024-04-17,223.8,store,East
O011197,C03287,2024-05-06,55.85,store,North
O011198,C06645,2023-08-13,259.46,store,South
O011199,C07948,2024-07-31,480.1,store,South
O011200,C02974,2023-04-19,335.16,store,South
O011201,C02613,2023-04-27,96.0,store,West
O011202,C03751,2023-06-28,98.6,referral,East
O011203,C01059,2024-12-07,252.03,store,West
O011204,C04589,2023-02-04,151.49,store,North
O011205,C02183,2023-09-24,322.07,web,East
O011206,C01472,2023-12-09,470.29,web,South
O011207,C01102,2023-04-12,484.69,store,South
O011208,C00115,2023-10-15,464.55,store,East
O011209,C07246,2023-07-13,183.28,referral,West
O011210,C07003,2023-10-21,489.49,web,East
O011211,C02667,2024-10-23,188.59,store,West
O011212,C07064,2023-05-10,331.71,store,West
O011213,C00176,2023-04-17,450.75,web,West
O011214,C06335,2023-07-19,346.42,referral,East
O011215,C07219,2023-07-14,498.46,web,West
O011216,C07566,2024-09-04,207.17,store,West
O011217,C06139,2024-05-29,103.75,store,South
O011218,C06814,2024-08-07,149.14,web,West
O011219,C05201,2024-01-11,132.86,web,West
O011220,C04667,2024-06-12,456.62,store,South
O011221,C04344,2023-04-09,259.63,web,South
O011222,C00170,2023-09-08,282.09,store,West
O011223,C00589,2024-02-13,127.84,web,East
O011224,C01567,2024-03-20,146.42,store,East
O011225,C01319,2023-12-22,409.82,store,East
O011226,C07677,2023-11-22,357.3,web,East
O011227,C02806,2024-10-30,458.48,store,West
O011228,C00751,2023-12-12,407.97,store,East
O011229,C02621,2024-05-28,74.17,store,East
O011230,C02986,2024-04-16,181.37,store,West
O011231,C04818,2023-11-29,89.83,web,North
O011232,C03371,2024-07-03,366.56,web,North
O011233,C03007,2024-10-22,318.14,store,East
O011234,C05223,2024-05-25,437.8,store,South
O011235,C00523,2023-06-05,936.54,store,West
O011236,C07941,2024-05-21,203.46,store,East
O011237,C00278,2023-06-06,332.94,web,East
O011238,C05000,2024-07-19,441.69,web,West
O011239,C03608,2023-01-23,154.94,web,West
O011240,C00780,2024-11-27,93.02,web,East
O011241,C07935,2024-10-14,492.27,web,East
O011242,C04784,2024-05-05,454.77,store,West
O011243,C06984,2024-10-11,324.51,web,East
O011244,C02666,2024-03-18,54.63,web,West
O011245,C07324,2024-04-23,151.79,store,North
O011246,C07824,2024-12-17,363.05,store,East
O011247,C00218,2024-04-06,212.0,store,East
O011248,C07878,2024-02-11,305.99,store,West
O011249,C03342,2023-07-20,75.02,store,West
O011250,C01889,2024-09-03,296.89,store,West
O011251,C02240,2024-10-10,114.61,web,West
O011252,C07831,2024-12-23,97.47,web,South
O011253,C01852,2023-05-04,270.17,referral,North
O011254,C01576,2023-01-27,280.92,store,East
O011255,C02886,2024-12-09,455.37,store,South
O011256,C05369,2024-03-15,494.87,store,South
O011257,C06126,2023-03-05,98.9,web,South
O011258,C03435,2024-04-08,192.08,web,South
O011259,C06396,2023-03-13,381.13,web,East
O011260,C00318,2023-07-06,345.9,store,South
O011261,C06379,2023-01-08,86.4,store,East
O011262,C06120,2024-01-29,76.45,store,West
O011263,C00568,2023-04-20,236.64,store,North
O011264,C01658,2023-01-03,273.55,referral,West
O011265,C04399,2023-05-11,307.53,store,East
O011266,C03484,2024-10-14,337.36,referral,East
O011267,C06681,2023-07-29,266.85,store,East
O011268,C03918,2024-10-30,373.12,web,North
O011269,C04851,2023-09-03,242.45,web,West
O011270,C02716,2023-08-26,383.84,store,West
O011271,C04084,2024-05-08,328.67,store,West
O011272,C02018,2024-02-05,54.17,store,West
O011273,C01249,2023-05-27,262.22,store,West
O011274,C01655,2023-01-22,208.2,web,East
O011275,C00936,2024-07-23,164.08,web,East
O011276,C03272,2023-11-25,74.81,referral,West
O011277,C01331,2024-06-12,489.8,store,South
O011278,C07712,2023-04-25,175.89,referral,North
O011279,C01734,2024-10-22,256.2,web,South
O011280,C00078,2023-05-18,92.4,web,East
O011281,C01966,2024-11-30,408.6,store,East
O011282,C02380,2024-02-26,60.67,store,South
O011283,C07074,2024-11-28,315.5,store,West
O011284,C01319,2023-02-22,174.47,store,East
O011285,C05796,2024-02-16,205.41,web,North
O011286,C06249,2023-10-12,286.22,store,East
O011287,C01429,2024-12-13,260.99,referral,East
O011288,C06041,2023-12-04,234.88,store,West
O011289,C02567,2023-08-20,331.9,store,North
O011290,C02172,2023-12-11,296.78,referral,West
O011291,C07167,2023-04-07,198.99,store,West
O011292,C02483,2023-05-08,134.86,store,South
O011293,C05340,2023-08-23,120.22,web,East
O011294,C01000,2023-02-26,66.51,web,North
O011295,C05602,2024-02-17,250.27,store,West
O011296,C05065,2023-06-24,128.64,web,East
O011297,C03590,2024-03-14,446.98,store,South
O011298,C05087,2023-10-10,240.13,referral,East
O011299,C04354,2023-04-12,331.93,store,East
O011300,C01192,2023-11-01,190.3,store,West
O011301,C02434,2023-12-09,166.7,store,East
O011302,C03886,2023-08-31,417.31,web,West
O011303,C02872,2023-02-24,216.2,web,East
O011304,C01232,2024-07-23,92.91,store,West
O011305,C00956,2024-03-08,195.57,web,East
O011306,C02734,2024-09-25,103.56,referral,East
O011307,C02323,2024-12-12,258.48,store,North
O011308,C06144,2023-03-31,181.68,store,East
O011309,C00774,2024-11-24,419.14,store,East
O011310,C04914,2023-03-16,79.4,web,West
O011311,C06582,2023-06-26,493.02,store,West
O011312,C06588,2023-07-22,407.98,web,West
O011313,C01785,2023-11-13,349.9,web,East
O011314,C02028,2023-01-02,73.87,store,North
O011315,C04877,2023-06-03,490.92,referral,East
O011316,C02960,2023-07-21,392.46,store,North
O011317,C00161,2023-12-02,253.19,web,North
O011318,C03985,2023-12-25,422.93,web,East
O011319,C05146,2024-03-01,202.28,store,South
O011320,C05048,2024-05-11,233.8,store,East
O011321,C07257,2024-04-04,352.33,web,South
O011322,C05003,2024-01-16,465.02,store,North
O011323,C01309,2023-12-21,463.74,web,West
O011324,C05067,2023-06-30,156.28,store,East
O011325,C02330,2024-07-15,338.9,store,North
O011326,C06747,2023-01-26,447.96,store,East
O011327,C02761,2024-03-12,96.72,web,West
O011328,C03106,2024-11-22,133.58,web,West
O011329,C05287,2023-09-26,403.81,store,North
O011330,C00032,2024-10-03,303.02,web,East
O011331,C03748,2023-05-15,75.39,store,West
O011332,C01240,2023-09-30,290.55,referral,South
O011333,C06983,2024-01-01,464.67,referral,North
O011334,C01066,2024-07-14,132.31,web,East
O011335,C02555,2024-11-25,80.8,web,South
O011336,C04911,2023-12-06,475.9,store,East
O011337,C00536,2024-02-16,220.93,store,East
O011338,C03891,2023-03-30,399.34,web,South
O011339,C02512,2023-01-03,322.87,web,East
O011340,C06370,2024-10-13,134.27,web,South
O011341,C05198,2023-06-14,140.75,store,East
O011342,C03257,2023-06-19,384.2,store,West
O011343,C01443,2024-09-20,335.52,store,West
O011344,C01233,2024-09-13,56.71,store,North
O011345,C00744,2024-10-10,272.85,referral,West
O011346,C05561,2024-11-20,463.47,store,West
O011347,C02773,2024-07-02,289.62,store,East
O011348,C05872,2023-04-14,62.59,store,East
O011349,C00569,2024-05-15,270.19,referral,East
O011350,C07917,2023-06-19,70.36,web,West
O011351,C07967,2023-12-28,253.77,web,East
O011352,C02802,2024-09-04,381.75,store,South
O011353,C07819,2023-02-01,108.96,store,West
O011354,C05449,2024-08-08,203.45,store,South
O011355,C01348,2024-11-08,139.55,store,North
O011356,C00180,2024-11-23,227.1,web,West
O011357,C02625,2023-05-20,117.31,referral,North
O011358,C02961,2023-04-06,172.35,store,East
O011359,C06646,2024-02-11,110.54,web,East
O011360,C05301,2024-10-05,235.59,web,East
O011361,C04715,2023-02-27,262.21,web,West
O011362,C07898,2023-12-22,314.18,store,North
O011363,C01169,2023-01-10,390.46,store,West
O011364,C07594,2023-04-17,96.76,web,South
O011365,C03873,2023-04-22,441.15,web,East
O011366,C04093,2024-09-10,364.86,store,West
O011367,C06463,2024-03-19,98.58,store,West
O011368,C02730,2024-12-03,220.79,web,East
O011369,C06692,2024-04-18,220.15,referral,West
O011370,C06953,2024-09-08,366.86,store,South
O011371,C01348,2024-12-14,117.42,store,North
O011372,C01505,2023-06-24,77.67,store,East
O011373,C03852,2023-04-08,61.26,web,North
O011374,C02424,2024-04-20,440.34,store,East
O011375,C02291,2023-08-04,328.47,referral,East
O011376,C03993,2024-11-13,59.26,web,North
O011377,C04942,2023-03-21,471.66,store,South
O011378,C07161,2024-09-27,98.78,referral,East
O011379,C06851,2023-10-12,386.91,store,South
O011380,C02598,2024-07-28,434.61,web,East
O011381,C01566,2023-06-27,342.4,store,East
O011382,C00760,2024-03-05,81.91,web,East
O011383,C05687,2024-03-13,305.04,web,East
O011384,C06477,2023-10-27,253.8,web,North
O011385,C06300,2023-01-22,391.54,store,South
O011386,C04481,2024-10-01,170.94,store,South
O011387,C05953,2023-09-14,362.95,store,North
O011388,C06071,2023-02-20,141.18,web,East
O011389,C00138,2024-03-06,368.93,store,North
O011390,C06553,2023-02-17,168.05,store,South
O011391,C01282,2024-11-03,494.13,web,North
O011392,C02687,2024-02-14,466.64,store,East
O011393,C06933,2024-01-13,278.46,store,East
O011394,C02885,2023-03-12,365.71,store,East
O011395,C06780,2024-11-06,416.65,store,North
O011396,C00245,2023-12-22,357.27,web,East
O011397,C00269,2024-05-28,416.13,store,East
O011398,C01737,2023-06-23,188.86,store,South
O011399,C01230,2024-03-18,104.67,web,South
O011400,C02162,2023-03-14,105.61,store,East
O011401,C04597,2023-08-26,339.9,web,South
O011402,C03097,2024-08-20,261.38,store,South
O011403,C02771,2024-07-25,418.42,web,East
O011404,C01699,2023-06-15,76.37,store,East
O011405,C00264,2024-11-18,295.45,web,West
O011406,C00421,2024-11-04,121.46,store,East
O011407,C05182,2024-10-29,367.06,store,West
O011408,C05538,2024-09-18,195.91,web,South
O011409,C02522,2024-04-24,157.14,web,South
O011410,C02732,2024-04-28,53.64,store,North
O011411,C03508,2024-05-08,280.28,store,West
O011412,C01292,2023-10-18,321.36,store,East
O011413,C04102,2024-12-06,364.21,web,West
O011414,C00463,2024-04-14,494.16,web,West
O011415,C02850,2023-06-16,304.48,store,West
O011416,C04614,2024-08-20,343.52,store,West
O011417,C03249,2024-06-25,316.45,referral,East
O011418,C03214,2024-11-27,359.75,web,West
O011419,C07799,2024-11-10,464.81,store,West
O011420,C01854,2023-05-04,484.66,web,East
O011421,C01349,2024-04-07,311.55,store,South
O011422,C02301,2024-03-03,314.81,store,North
O011423,C00054,2023-12-08,423.38,store,South
O011424,C03747,2023-09-15,57.11,store,West
O011425,C01587,2023-03-25,136.79,store,West
O011426,C03405,2024-10-07,128.84,store,South
O011427,C00940,2024-06-05,82.49,web,East
O011428,C07435,2024-07-05,211.9,web,East
O011429,C01210,2024-02-10,388.42,store,East
O011430,C02344,2023-07-28,317.95,store,South
O011431,C04476,2024-11-19,170.42,store,East
O011432,C07186,2024-01-28,451.27,store,South
O011433,C02544,2024-06-19,190.58,store,South
O011434,C07524,2023-05-31,285.47,web,South
O011435,C05141,2023-12-12,69.39,store,North
O011436,C00169,2023-05-01,428.42,web,East
O011437,C07178,2023-09-08,489.79,web,West
O011438,C07148,2024-09-07,451.05,web,South
O011439,C06944,2024-09-12,233.88,store,East
O011440,C03639,2023-04-20,120.61,web,East
O011441,C05453,2023-07-20,186.19,web,North
O011442,C00042,2024-06-07,462.3,store,West
O011443,C03169,2023-08-20,488.29,web,East
O011444,C04219,2023-12-30,76.95,store,West
O011445,C03870,2024-01-02,109.54,store,East
O011446,C04489,2023-06-24,419.48,store,West
O011447,C01679,2023-04-29,127.33,store,East
O011448,C06321,2024-11-18,224.07,web,West
O011449,C05331,2023-11-20,66.41,web,West
O011450,C07735,2024-11-08,143.37,store,East
O011451,C01491,2023-07-10,129.68,referral,East
O011452,C00385,2024-10-17,417.37,store,West
O011453,C02333,2023-04-09,76.9,web,West
O011454,C02914,2023-10-01,318.16,store,North
O011455,C00882,2024-05-10,312.94,store,East
O011456,C02797,2024-01-21,477.1,store,East
O011457,C07661,2023-10-09,94.94,web,East
O011458,C07388,2024-08-26,627.71,referral,West
O011459,C06187,2023-08-12,391.97,web,East
O011460,C01040,2023-10-19,53.68,web,West
O011461,C03054,2024-06-07,341.43,referral,South
O011462,C05473,2023-03-12,101.64,store,West
O011463,C01025,2024-06-09,333.58,store,East
O011464,C06472,2023-05-07,179.05,store,North
O011465,C07380,2024-03-13,99.29,web,West
O011466,C04383,2024-04-20,255.1,web,East
O011467,C03553,2024-03-13,330.47,store,South
O011468,C03332,2023-04-29,192.63,store,West
O011469,C04022,2023-08-27,287.31,web,East
O011470,C06889,2023-04-14,216.2,store,North
O011471,C07374,2023-12-26,472.71,store,East
O011472,C01831,2024-11-11,318.16,web,East
O011473,C05757,2023-12-28,196.15,store,East
O011474,C06681,2023-04-17,147.71,store,East
O011475,C02947,2023-04-21,309.87,web,West
O011476,C03142,2024-03-01,491.19,store,North
O011477,C02415,2023-02-28,265.6,store,North
O011478,C02863,2024-11-10,869.02,web,West
O011479,C07787,2024-03-26,288.59,store,West
O011480,C02885,2023-08-25,411.82,store,East
O011481,C06226,2023-05-09,315.38,store,East
O011482,C04017,2023-01-10,313.12,store,West
O011483,C07046,2024-09-17,239.63,web,East
O011484,C03825,2024-08-13,359.09,web,South
O011485,C06902,2024-08-08,272.28,store,West
O011486,C05683,2024-07-22,430.23,store,South
O011487,C01376,2024-05-11,465.07,store,West
O011488,C01005,2023-05-20,271.1,store,East
O011489,C03569,2023-03-28,168.4,web,West
O011490,C03890,2023-03-13,252.37,store,East
O011491,C03323,2023-03-13,366.89,web,West
O011492,C03151,2023-11-30,276.21,web,West
O011493,C02824,2024-11-26,228.34,store,West
O011494,C02866,2023-07-17,62.11,web,North
O011495,C00153,2024-12-22,132.67,web,West
O011496,C00939,2024-10-10,428.4,store,East
O011497,C04834,2024-11-22,393.92,store,East
O011498,C06124,2023-10-08,87.68,store,East
O011499,C06077,2024-12-01,97.79,web,East
O011500,C04170,2023-08-21,470.23,store,East
O011501,C00964,2023-01-22,408.86,store,West
O011502,C06949,2024-02-01,232.74,web,East
O011503,C05952,2023-09-13,487.69,store,South
O011504,C05990,2023-03-27,487.86,store,West
O011505,C02276,2024-02-24,498.98,store,East
O011506,C00529,2023-12-19,220.92,web,South
O011507,C02782,2023-06-26,289.78,web,East
O011508,C00127,2023-11-20,342.96,store,West
O011509,C00077,2024-04-29,418.31,web,East
O011510,C05591,2024-04-09,137.43,store,West
O011511,C05555,2023-06-23,197.27,web,South
O011512,C04540,2024-07-23,210.85,store,West
O011513,C02223,2023-01-13,425.59,store,North
O011514,C03282,2024-07-18,264.98,referral,West
O011515,C02802,2024-10-24,310.49,store,South
O011516,C00604,2024-07-01,401.94,referral,West
O011517,C00248,2023-03-03,336.82,store,East
O011518,C07530,2024-07-12,461.23,store,East
O011519,C03066,2024-06-21,119.19,web,West
O011520,C00971,2023-09-05,262.2,web,West
O011521,C07959,2023-05-18,224.55,store,East
O011522,C06639,2024-06-20,417.16,web,South
O011523,C04453,2024-06-27,267.07,store,West
O011524,C02613,2023-07-26,464.55,store,West
O011525,C03374,2023-01-11,176.23,store,East
O011526,C07563,2023-10-06,160.88,web,South
O011527,C01103,2023-09-21,313.91,store,East
O011528,C01729,2023-04-12,72.35,web,West
O011529,C04172,2024-07-15,347.0,web,North
O011530,C06497,2023-02-03,395.0,store,South
O011531,C02567,2023-03-27,168.14,store,North
O011532,C00252,2024-03-17,210.47,web,North
O011533,C06968,2024-07-01,349.33,store,East
O011534,C02024,2023-01-11,300.81,referral,West
O011535,C00838,2024-07-15,332.48,store,East
O011536,C06649,2024-08-23,302.1,store,South
O011537,C01478,2024-01-15,273.96,store,North
O011538,C00342,2023-07-18,63.58,store,East
O011539,C06780,2023-08-31,217.52,store,North
O011540,C07091,2024-04-09,321.71,store,West
O011541,C00606,2023-08-26,409.72,web,East
O011542,C05146,2024-07-18,438.18,store,South
O011543,C05766,2024-08-09,212.79,referral,East
O011544,C04075,2023-10-01,364.75,store,East
O011545,C07079,2024-05-17,87.11,store,West
O011546,C04741,2023-01-03,212.98,store,South
O011547,C03807,2023-08-12,121.64,store,South
O011548,C04395,2024-01-26,261.51,web,South
O011549,C04675,2023-01-07,338.16,store,East
O011550,C06101,2023-08-19,473.49,web,South
O011551,C06120,2024-06-28,430.01,store,West
O011552,C02301,2023-12-23,123.91,store,North
O011553,C06382,2023-05-10,393.36,web,East
O011554,C00053,2023-05-07,310.05,store,North
O011555,C04523,2024-09-28,418.7,web,East
O011556,C04963,2023-08-19,264.58,referral,South
O011557,C03520,2023-07-30,140.75,store,North
O011558,C02587,2023-04-18,84.88,store,West
O011559,C07364,2023-07-02,169.84,referral,West
O011560,C07103,2024-03-23,300.01,store,West
O011561,C00079,2024-03-18,324.54,store,East
